GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
PCDHB9	0.024	0.024	0.000	0.000	-	-	0.815767926892317	0.040	0.040	0.000	0.000
RAPGEF5	0.008	0.000	0.000	0.008	-	-	0.761957263185192	0.056	0.000	0.008	0.048
TPSAB1	0.008	0.000	0.008	0.000	-	-	0.703392751231719	0.048	0.008	0.032	0.008
CNTNAP2	0.016	0.016	0.000	0.000	-	-	0.655269890395252	0.088	0.064	0.016	0.008
PIGC	0.096	0.008	0.000	0.096	-	-	0.605481795327733	0.128	0.008	0.000	0.128
PCDH15	0.016	0.008	0.008	0.000	-	-	0.56990571844441	0.112	0.072	0.024	0.016
ADAMTS18	0.008	0.008	0.000	0.000	-	-	0.541293494372717	0.080	0.056	0.000	0.024
KCNMA1	0.008	0.008	0.000	0.000	-	-	0.494212311105795	0.032	0.024	0.000	0.016
CELSR1	0.016	0.016	0.008	0.000	-	-	0.478963302420833	0.080	0.064	0.024	0.000
ADIPOQ	0.024	0.000	0.000	0.024	-	-	0.478265335496617	0.048	0.000	0.000	0.048
NRXN1	0.008	0.008	0.000	0.000	-	-	0.473106837051909	0.080	0.064	0.000	0.016
PCDH17	0.016	0.008	0.008	0.000	-	-	0.46397516543729	0.064	0.024	0.032	0.008
PCDHGA2	0.024	0.024	0.000	0.000	-	-	0.457151815400719	0.040	0.032	0.000	0.008
HOXA2	0.008	0.008	0.000	0.000	-	-	0.434815129399418	0.056	0.016	0.016	0.024
TCHH	0.112	0.048	0.000	0.080	-	-	0.407254009139232	0.168	0.080	0.000	0.112
TNKS	0.072	0.008	0.056	0.008	-	-	0.400051308180571	0.104	0.008	0.088	0.008
ADAR	0.104	0.024	0.000	0.080	-	-	0.393042236231753	0.112	0.024	0.000	0.088
MYO10	0.136	0.024	0.000	0.112	-	-	0.391887026099997	0.152	0.032	0.000	0.120
CDH5	0.008	0.008	0.000	0.000	-	-	0.386628498570318	0.040	0.024	0.000	0.016
LEPR	0.008	0.000	0.008	0.000	-	PC	0.378038403243279	0.056	0.024	0.008	0.024
RYR2	0.008	0.000	0.000	0.008	-	-	0.37439628859861	0.168	0.160	0.000	0.016
PCDHB14	0.008	0.008	0.000	0.000	-	-	0.372376422338215	0.032	0.024	0.008	0.000
PCDHAC1	0.008	0.008	0.000	0.000	-	-	0.364973891087098	0.024	0.024	0.000	0.000
KCNA5	0.008	0.008	0.000	0.000	-	-	0.359889057518034	0.056	0.024	0.008	0.024
PCDHB1	0.008	0.008	0.000	0.000	-	-	0.359311817084947	0.040	0.040	0.000	0.000
SOCS1	0.008	0.000	0.000	0.008	CC	-	0.348040386032545	0.032	0.000	0.008	0.024
PCDHGA8	0.008	0.008	0.000	0.000	-	-	0.347222566275087	0.032	0.024	0.000	0.008
TBX20	0.016	0.000	0.000	0.016	-	-	0.340381446189105	0.048	0.000	0.000	0.048
PCDHGA5	0.008	0.008	0.000	0.000	-	-	0.33380305260346	0.032	0.024	0.000	0.008
CELSR2	0.016	0.016	0.000	0.000	-	-	0.33115904716606	0.032	0.024	0.000	0.008
FANCD2	0.056	0.016	0.000	0.040	CC	-	0.32403034073929	0.168	0.064	0.000	0.112
BRF2	0.040	0.000	0.024	0.016	-	-	0.322477230152827	0.144	0.008	0.032	0.112
PCDHA5	0.008	0.008	0.000	0.000	-	-	0.321760616852681	0.024	0.024	0.000	0.000
GLIS1	0.008	0.008	0.000	0.000	-	-	0.318716430573785	0.032	0.016	0.000	0.016
DEDD	0.072	0.000	0.000	0.072	-	-	0.304801836697097	0.200	0.000	0.000	0.200
PEX19	0.056	0.000	0.000	0.056	-	-	0.290218234440424	0.176	0.008	0.000	0.176
CDH22	0.008	0.008	0.000	0.000	-	-	0.27707006560877	0.064	0.040	0.000	0.024
AKR1C2	0.048	0.000	0.000	0.048	-	-	0.276874477001354	0.120	0.000	0.016	0.104
CNTN6	0.008	0.008	0.000	0.000	-	-	0.24880089030177	0.104	0.048	0.008	0.048
CDH7	0.008	0.008	0.000	0.000	-	-	0.242548017698907	0.048	0.032	0.016	0.000
SPTBN1	0.040	0.032	0.000	0.008	-	-	0.232621376238534	0.096	0.072	0.000	0.024
PKP2	0.024	0.016	0.000	0.008	-	-	0.231888342932583	0.040	0.032	0.000	0.008
TBX3	0.008	0.000	0.000	0.008	-	PC	0.223499570051063	0.056	0.032	0.000	0.024
HNRNPL	0.072	0.008	0.000	0.064	-	-	0.216801332206862	0.104	0.008	0.000	0.096
PRPF18	0.072	0.000	0.000	0.072	-	-	0.215177009501809	0.088	0.008	0.000	0.080
PKP3	0.016	0.000	0.016	0.000	-	-	0.210531428967572	0.024	0.008	0.016	0.000
NOTCH2NL	0.008	0.008	0.000	0.000	-	-	0.210354484530539	0.128	0.016	0.000	0.112
TNS1	0.024	0.024	0.000	0.000	-	-	0.209565932846183	0.088	0.064	0.024	0.000
KCNQ5	0.008	0.008	0.000	0.000	-	-	0.204715265402301	0.048	0.048	0.000	0.000
ZNF423	0.024	0.016	0.000	0.008	-	-	0.202253250861383	0.024	0.016	0.000	0.008
PCDHAC2	0.008	0.008	0.000	0.000	-	-	0.202044724422526	0.024	0.024	0.000	0.000
UFC1	0.104	0.000	0.000	0.104	-	-	0.194259980465143	0.184	0.000	0.000	0.184
FABP4	0.016	0.000	0.000	0.016	-	-	0.192452571389715	0.064	0.000	0.000	0.064
SRP54	0.008	0.008	0.000	0.000	-	-	0.184704821043289	0.016	0.008	0.008	0.000
PTPN13	0.032	0.008	0.024	0.000	-	-	0.183768221136574	0.120	0.056	0.032	0.032
MPO	0.024	0.016	0.000	0.008	-	-	0.180202483079051	0.048	0.016	0.000	0.032
PEX12	0.016	0.008	0.000	0.008	-	-	0.171774121786464	0.048	0.016	0.008	0.024
ACTN2	0.008	0.000	0.000	0.008	-	-	0.171234567102944	0.040	0.024	0.000	0.016
STK3	0.096	0.016	0.000	0.080	-	-	0.169848795604089	0.152	0.016	0.000	0.136
GTF3C1	0.008	0.008	0.000	0.000	-	-	0.157799105585573	0.072	0.032	0.008	0.032
SPCS3	0.008	0.000	0.008	0.000	-	-	0.156145693362532	0.032	0.000	0.032	0.000
SLC1A3	0.024	0.008	0.000	0.016	-	-	0.153781585288916	0.104	0.008	0.000	0.096
MED12	0.032	0.032	0.000	0.000	CC	PC	0.153643516763329	0.096	0.080	0.008	0.008
ADD1	0.016	0.000	0.000	0.016	-	-	0.152043815006952	0.032	0.000	0.008	0.024
PEX3	0.008	0.000	0.000	0.008	-	-	0.15037008085967	0.016	0.008	0.000	0.008
UBE3A	0.008	0.008	0.000	0.000	-	-	0.144836553384383	0.048	0.040	0.008	0.000
ACOX2	0.024	0.008	0.008	0.008	-	-	0.14379851273646	0.040	0.016	0.016	0.008
DSG2	0.024	0.024	0.000	0.000	-	-	0.142797435594994	0.064	0.040	0.000	0.024
TIAM2	0.032	0.024	0.008	0.000	-	-	0.142208546109558	0.056	0.048	0.008	0.000
SPHK1	0.008	0.000	0.000	0.008	-	-	0.140659939128522	0.032	0.000	0.000	0.032
NDUFA13	0.016	0.000	0.000	0.016	-	-	0.132340092421942	0.032	0.016	0.000	0.016
KPNA3	0.008	0.000	0.008	0.000	-	-	0.124574635955265	0.072	0.008	0.056	0.008
IRF4	0.008	0.000	0.008	0.000	CC	-	0.123833947860397	0.048	0.008	0.040	0.008
EBF2	0.016	0.008	0.008	0.000	-	-	0.123573504366444	0.056	0.008	0.048	0.000
LIPE	0.024	0.008	0.000	0.016	-	-	0.122390049696243	0.080	0.040	0.000	0.040
CDH18	0.008	0.008	0.000	0.000	-	-	0.122097555393223	0.120	0.024	0.000	0.096
MLL2	0.072	0.072	0.000	0.000	CC	PC	0.120471455585491	0.264	0.264	0.000	0.000
MYOM1	0.016	0.016	0.000	0.000	-	-	0.120326220025479	0.096	0.040	0.000	0.056
ANTXR1	0.016	0.000	0.000	0.016	-	-	0.118913189133632	0.016	0.000	0.000	0.016
PGM5	0.008	0.000	0.000	0.008	-	-	0.114537202244786	0.080	0.016	0.032	0.032
NDN	0.016	0.000	0.008	0.008	-	-	0.111533689042622	0.024	0.008	0.008	0.008
NUBP1	0.016	0.000	0.000	0.016	-	-	0.110369016490889	0.040	0.000	0.008	0.032
PMP22	0.016	0.000	0.016	0.000	-	-	0.109205262829609	0.048	0.008	0.032	0.008
POT1	0.016	0.016	0.000	0.000	-	-	0.107700909092746	0.040	0.032	0.000	0.008
MYOC	0.016	0.000	0.000	0.016	-	-	0.105107937558195	0.136	0.008	0.000	0.128
CTNND2	0.008	0.000	0.000	0.008	-	-	0.10401224776836	0.176	0.048	0.016	0.120
SMARCA2	0.016	0.008	0.008	0.000	-	-	0.101536953326686	0.128	0.072	0.032	0.032
PPFIA1	0.008	0.000	0.000	0.008	-	-	0.0972891727249288	0.168	0.048	0.000	0.128
LAMB4	0.016	0.016	0.000	0.000	-	-	0.0971690631840584	0.024	0.024	0.000	0.000
PIGQ	0.008	0.000	0.000	0.008	-	-	0.0934662972025488	0.024	0.000	0.016	0.008
DCLK1	0.016	0.000	0.000	0.016	-	-	0.0928622092329102	0.072	0.040	0.016	0.016
DPM1	0.016	0.008	0.000	0.008	-	-	0.0922416191692503	0.040	0.008	0.000	0.032
EBF3	0.008	0.008	0.000	0.000	-	-	0.091565944870196	0.024	0.024	0.000	0.000
DCLRE1C	0.040	0.008	0.000	0.032	-	-	0.0906138094671742	0.096	0.024	0.016	0.056
PRMT5	0.016	0.008	0.008	0.000	-	-	0.0890666725014396	0.040	0.024	0.016	0.000
EFNA2	0.008	0.000	0.008	0.000	-	-	0.0831005822795328	0.016	0.000	0.016	0.000
CTSB	0.008	0.000	0.008	0.000	-	-	0.0816499582454344	0.096	0.008	0.088	0.000
PDZD2	0.008	0.008	0.000	0.000	-	-	0.0768920182579498	0.128	0.064	0.000	0.080
HAX1	0.032	0.000	0.000	0.032	-	-	0.0757736089145104	0.096	0.008	0.000	0.088
KIN	0.048	0.000	0.000	0.048	-	-	0.074983088697177	0.120	0.016	0.000	0.104
IRF3	0.016	0.000	0.000	0.016	-	-	0.0726703305686937	0.040	0.000	0.000	0.040
RFC4	0.008	0.008	0.000	0.000	-	-	0.0724519746908007	0.072	0.024	0.000	0.048
INVS	0.008	0.008	0.000	0.000	-	-	0.0716637276495951	0.016	0.008	0.000	0.008
VEGFC	0.008	0.000	0.008	0.000	-	-	0.0694493457885403	0.032	0.008	0.024	0.000
EBF1	0.008	0.000	0.008	0.000	CC	-	0.0690379745482978	0.008	0.000	0.008	0.000
CUL3	0.008	0.000	0.008	0.000	-	-	0.0683200181709794	0.040	0.008	0.032	0.000
CLDN6	0.008	0.000	0.008	0.000	-	-	0.0669193158226741	0.040	0.008	0.032	0.000
RANBP10	0.016	0.000	0.008	0.008	-	-	0.0654543481712545	0.024	0.000	0.008	0.016
CCR7	0.016	0.016	0.000	0.000	-	-	0.0644005887914709	0.040	0.024	0.000	0.016
GMFG	0.008	0.000	0.000	0.008	-	-	0.0618196404161755	0.072	0.000	0.000	0.072
STAT4	0.008	0.008	0.000	0.000	-	-	0.0616432664119217	0.032	0.008	0.008	0.016
AKAP9	0.008	0.008	0.000	0.000	CC	PC	0.060142466674763	0.112	0.096	0.000	0.016
FLNB	0.008	0.008	0.000	0.000	-	-	0.0596135629348538	0.080	0.048	0.016	0.016
PCDHGA7	0.008	0.008	0.000	0.000	-	-	0.0586219258713926	0.048	0.040	0.000	0.008
GADD45A	0.016	0.000	0.008	0.008	-	-	0.0539612175923215	0.040	0.008	0.008	0.024
MAP3K4	0.024	0.016	0.008	0.000	-	PC	0.0538522441962344	0.040	0.032	0.008	0.000
HIST1H2AG	0.008	0.000	0.008	0.000	-	-	0.053677203556901	0.056	0.024	0.008	0.024
INSRR	0.016	0.016	0.000	0.000	-	-	0.0531068582669386	0.080	0.024	0.000	0.056
LIG3	0.008	0.008	0.000	0.000	-	-	0.0516034567017253	0.056	0.016	0.016	0.024
AQP4	0.016	0.000	0.000	0.016	-	-	0.0514286072774022	0.032	0.000	0.008	0.024
ZNF385A	0.008	0.000	0.000	0.008	-	-	0.0510903845501073	0.040	0.008	0.000	0.032
IRF6	0.016	0.008	0.000	0.008	-	-	0.0506565446201855	0.064	0.016	0.016	0.032
CCR4	0.016	0.016	0.000	0.000	-	-	0.0502117026367999	0.048	0.016	0.000	0.032
PEX5	0.016	0.000	0.000	0.016	-	-	0.0490347385309565	0.024	0.000	0.008	0.016
XPO5	0.008	0.008	0.000	0.000	-	-	0.0486900210485944	0.072	0.040	0.000	0.040
CX3CL1	0.016	0.016	0.000	0.000	-	-	0.0470103080253746	0.056	0.040	0.008	0.008
SLC1A2	0.008	0.000	0.000	0.008	-	-	0.045321270584483	0.040	0.008	0.008	0.024
ILF3	0.016	0.008	0.000	0.008	-	-	0.0449562867491192	0.048	0.024	0.000	0.024
EPS15L1	0.008	0.008	0.000	0.000	-	-	0.0443649826000017	0.008	0.008	0.000	0.000
INCENP	0.008	0.000	0.000	0.008	-	-	0.044146081498261	0.016	0.000	0.000	0.016
BNC2	0.016	0.008	0.008	0.000	-	-	0.0425417337582945	0.096	0.016	0.056	0.032
MCM4	0.008	0.000	0.000	0.008	-	-	0.0416425605348455	0.104	0.032	0.016	0.056
LTB4R2	0.008	0.000	0.008	0.000	-	-	0.0408256202476002	0.032	0.016	0.016	0.000
TNKS1BP1	0.008	0.008	0.000	0.000	-	-	0.040696196977934	0.064	0.048	0.000	0.016
TNXB	0.008	0.008	0.000	0.000	-	-	0.0403602793376097	0.104	0.072	0.016	0.016
LCP1	0.016	0.000	0.016	0.000	CC	PC	0.0402823936829002	0.056	0.008	0.040	0.008
MAP4	0.024	0.016	0.008	0.000	-	-	0.0401042293519367	0.064	0.040	0.024	0.008
ARL6IP5	0.008	0.000	0.008	0.000	-	-	0.0399960450679437	0.032	0.000	0.024	0.008
CXCR6	0.016	0.000	0.008	0.008	-	-	0.0396383595008686	0.048	0.000	0.016	0.032
GTF2A1	0.008	0.000	0.000	0.008	-	-	0.0395610644335778	0.032	0.008	0.008	0.016
ETFB	0.016	0.008	0.000	0.008	-	-	0.0392130453156219	0.056	0.008	0.000	0.048
ABCC1	0.008	0.008	0.000	0.000	-	-	0.0390880538606243	0.064	0.056	0.000	0.008
FGF4	0.008	0.000	0.000	0.008	-	-	0.0388895423478383	0.112	0.000	0.000	0.112
MUSK	0.008	0.008	0.000	0.000	-	-	0.0376514228488023	0.016	0.016	0.000	0.000
PEG3	0.008	0.000	0.000	0.008	-	-	0.0372904477005699	0.088	0.032	0.000	0.056
TP53INP1	0.024	0.008	0.000	0.016	-	-	0.03682347616199	0.120	0.016	0.000	0.104
ZFPM2	0.008	0.000	0.000	0.008	-	-	0.036662682398197	0.160	0.048	0.000	0.128
NCOA6	0.016	0.008	0.000	0.008	-	-	0.0365687981223374	0.072	0.040	0.000	0.032
SOX9	0.008	0.000	0.000	0.008	-	-	0.035361776378559	0.032	0.000	0.000	0.032
SLC2A14	0.008	0.000	0.008	0.000	-	-	0.0353255138544358	0.024	0.000	0.008	0.016
FOSB	0.008	0.000	0.000	0.008	-	-	0.0352197699761742	0.048	0.008	0.000	0.040
DCX	0.008	0.000	0.008	0.000	-	-	0.0350309776206029	0.040	0.008	0.032	0.000
KLF6	0.016	0.000	0.000	0.016	-	-	0.033370601611281	0.112	0.024	0.000	0.088
SCD5	0.008	0.008	0.000	0.000	-	-	0.033268103882293	0.016	0.008	0.008	0.000
RNF34	0.016	0.008	0.000	0.008	-	-	0.033202952457263	0.016	0.008	0.000	0.008
PTGS1	0.008	0.000	0.008	0.000	-	-	0.0328649190141057	0.016	0.000	0.016	0.000
CXCR4	0.008	0.008	0.000	0.000	-	-	0.0323429366949225	0.024	0.016	0.000	0.008
CHD3	0.008	0.008	0.000	0.000	-	-	0.0308735425706362	0.080	0.048	0.024	0.008
AQP1	0.008	0.000	0.000	0.008	-	-	0.0304282054820666	0.056	0.008	0.008	0.040
ARNT	0.008	0.000	0.000	0.008	CC	-	0.0292892015510491	0.152	0.008	0.000	0.144
KEAP1	0.016	0.008	0.000	0.008	-	PC	0.0290682272127218	0.048	0.032	0.000	0.016
PAIP1	0.008	0.008	0.000	0.000	-	-	0.0286950055900468	0.120	0.056	0.000	0.072
SPTB	0.008	0.008	0.000	0.000	-	-	0.0285145355381147	0.032	0.024	0.000	0.008
HABP4	0.008	0.008	0.000	0.000	-	-	0.0281499098893381	0.008	0.008	0.000	0.000
CX3CR1	0.008	0.008	0.000	0.000	-	-	0.0279757961874391	0.048	0.024	0.000	0.024
PSMC4	0.008	0.000	0.000	0.008	-	-	0.0274368767058246	0.072	0.000	0.000	0.072
NUCB1	0.008	0.000	0.000	0.008	-	-	0.0273450100574641	0.056	0.016	0.000	0.040
PABPC3	0.016	0.016	0.000	0.000	-	-	0.0260504308711774	0.032	0.024	0.000	0.008
GATAD2A	0.008	0.008	0.000	0.000	-	-	0.0256145100981027	0.032	0.016	0.000	0.016
KREMEN2	0.008	0.000	0.008	0.000	-	-	0.0250845464374881	0.024	0.000	0.024	0.000
NHEJ1	0.008	0.008	0.000	0.000	-	-	0.0243767671610962	0.040	0.016	0.024	0.000
GAK	0.008	0.000	0.000	0.008	-	-	0.0241757099970472	0.080	0.040	0.016	0.024
DNAJB6	0.008	0.000	0.000	0.008	-	-	0.023888634675191	0.016	0.000	0.008	0.008
PAN2	0.008	0.008	0.000	0.000	-	-	0.0236473703989893	0.064	0.056	0.000	0.008
SNAPC3	0.008	0.000	0.008	0.000	-	-	0.0230903437831857	0.064	0.000	0.048	0.016
SLC1A1	0.008	0.000	0.008	0.000	-	-	0.0229393613711882	0.088	0.008	0.048	0.032
RFWD2	0.008	0.000	0.000	0.008	-	-	0.0229063332267143	0.112	0.016	0.000	0.096
DNAJB1	0.008	0.000	0.000	0.008	-	-	0.0224261292740918	0.008	0.000	0.000	0.008
PAN3	0.016	0.016	0.000	0.000	-	-	0.0221895694691681	0.040	0.024	0.000	0.016
GRAP	0.008	0.000	0.000	0.008	-	-	0.0221848365534386	0.056	0.000	0.032	0.024
SNAPC1	0.008	0.008	0.000	0.000	-	-	0.0218324591385294	0.016	0.008	0.000	0.008
ZMYM2	0.008	0.008	0.000	0.000	-	PC	0.0211329069422963	0.024	0.024	0.000	0.000
ATF3	0.008	0.000	0.000	0.008	-	-	0.0208804899505361	0.032	0.000	0.016	0.016
SLC27A4	0.008	0.008	0.000	0.000	-	-	0.0203748199276331	0.008	0.008	0.000	0.000
PIGA	0.008	0.000	0.000	0.008	-	-	0.0201087650019569	0.024	0.000	0.000	0.024
HIC1	0.008	0.000	0.008	0.000	-	-	0.0199707224636108	0.032	0.000	0.024	0.008
MLL3	0.016	0.016	0.000	0.000	CC	PC	0.0193837884361443	0.208	0.208	0.000	0.000
PDGFD	0.008	0.000	0.000	0.008	-	-	0.0185842599769209	0.048	0.000	0.024	0.024
MYOM2	0.008	0.008	0.000	0.000	-	-	0.0181804599797399	0.136	0.032	0.104	0.000
NR5A1	0.008	0.000	0.008	0.000	-	-	0.0179270737183842	0.008	0.000	0.008	0.000
GNB3	0.008	0.000	0.000	0.008	-	-	0.0176608648178529	0.048	0.024	0.008	0.024
CITED4	0.008	0.000	0.000	0.008	-	-	0.0176499005619352	0.040	0.000	0.000	0.040
MAPK7	0.008	0.000	0.000	0.008	-	-	0.0174909097934919	0.080	0.016	0.032	0.032
NQO2	0.008	0.000	0.008	0.000	-	-	0.0174298061954328	0.040	0.000	0.024	0.016
MAP2K3	0.008	0.000	0.000	0.008	-	-	0.0173748259906894	0.064	0.016	0.024	0.024
FRYL	0.008	0.008	0.000	0.000	-	-	0.017051860628311	0.072	0.072	0.000	0.000
PYGO1	0.008	0.008	0.000	0.000	-	-	0.0167318631636707	0.024	0.024	0.000	0.000
GATA1	0.008	0.000	0.008	0.000	CC	-	0.0164084314475957	0.024	0.008	0.008	0.008
TBXAS1	0.008	0.000	0.000	0.008	-	-	0.015886633579491	0.024	0.016	0.000	0.008
CCNB3	0.008	0.000	0.008	0.000	-	-	0.0150410605289986	0.056	0.040	0.008	0.008
ACOX1	0.008	0.000	0.000	0.008	-	-	0.0146324366190114	0.048	0.008	0.000	0.040
MSH4	0.008	0.000	0.000	0.008	-	-	0.0145868404906368	0.048	0.008	0.008	0.032
SUV39H1	0.008	0.000	0.008	0.000	-	-	0.0140984309315392	0.016	0.000	0.008	0.008
LRDD	0.008	0.008	0.000	0.000	-	-	0.0138112827654472	0.048	0.048	0.000	0.000
ERCC5	0.008	0.008	0.000	0.000	CC	-	0.013481265623879	0.056	0.016	0.000	0.040
NFKBIA	0.008	0.008	0.000	0.000	-	-	0.0122532713916044	0.016	0.016	0.008	0.000
DBI	0.008	0.008	0.000	0.000	-	-	0.0119208904538599	0.024	0.016	0.000	0.008
CABLES1	0.008	0.000	0.000	0.008	-	-	0.0117679708085793	0.064	0.016	0.008	0.040
PTGES2	0.008	0.000	0.000	0.008	-	-	0.0110922688086567	0.024	0.016	0.000	0.008
PPP1R9B	0.008	0.000	0.000	0.008	-	-	0.010925602120941	0.016	0.000	0.000	0.016
PPP1R7	0.008	0.000	0.008	0.000	-	-	0.0103355752072103	0.056	0.000	0.056	0.000
HIPK2	0.008	0.008	0.000	0.000	-	-	0.0100890198784934	0.024	0.016	0.000	0.008
ABCA1	0.008	0.008	0.000	0.000	-	-	0.0100433031745269	0.048	0.048	0.000	0.000
STRA13	0.008	0.000	0.000	0.008	-	-	0.00953505447365328	0.040	0.000	0.000	0.040
SYK	0.008	0.000	0.008	0.000	CC	-	0.00851711155851856	0.016	0.008	0.008	0.000
